a#adventício	adventício	a	00949548
a#advérbial	advérbial	a	02936235
a#aerodinâmica	aerodinâmica	a	02238128
a#aerodinâmico	aerodinâmico	a	02980122 02238128
a#aeronáutico	aeronáutico	a	02607298
a#aeróbico	aeróbico	a	00069217
a#afanoso	afanoso	a	00744916
a#afastado	afastado	a	01987646
a#afebril	afebril	a	02726921
a#afecto	afecto	a	00846944
a#afectuoso	afectuoso	a	01464433 01464700 01463965
a#afegão	afegão	a	03003928
a#afeiçoado	afeiçoado	a	01464433
a#aferente	aferente	a	00333351
a#afetadamente_pudico	afetadamente_pudico	a	01880163
a#afetado	afetado	a	00073048 01570470 01559903 00070939
a#afetivo	afetivo	a	00854255
a#afeto	afeto	a	00846944
a#afiado	afiado	a	00802179
a#afiliado	afiliado	a	01973311
a#afim	afim	a	01973969
a#afinado	afinado	a	00631798
a#afirmativo	afirmativo	a	01817908 00075135
a#afixado	afixado	a	02095936
a#aflito	aflito	a	01018264
a#afoito	afoito	a	00262792
a#afortunado	afortunado	a	01468097 01047874
a#africano	africano	a	02941790
a#afro-americano	afro-americano	a	00242293
a#afável	afável	a	01134232 01075178 01133876
a#agencioso	agencioso	a	00038750
a#agitado	agitado	a	00086210
a#aglomerado	aglomerado	a	00559690
a#agoniado	agoniado	a	01366525
a#agorafóbico	agorafóbico	a	00078705
a#agoráfoba	agoráfoba	a	00078705
a#agoráfobo	agoráfobo	a	00078705
a#agradecido	agradecido	a	01146732 01146493 01801327
a#agradável	agradável	a	01801029
a#agradável_ao_paladar	agradável_ao_paladar	a	02395115
a#agravante	agravante	a	01340422
a#agressivo	agressivo	a	01356143 01244846 00156101 00082241 00104318
a#agreste	agreste	a	01950198
a#agridoce	agridoce	a	01362273 02396354
a#agronômico	agronômico	a	02790222
a#agrário	agrário	a	02050841
a#agrícola	agrícola	a	02050841 02790222
a#aguado	aguado	a	02508917
a#agudo	agudo	a	01214430
a#aguçado	aguçado	a	00765862
a#ai	ai	a	02074929
a#airoso	airoso	a	00849357
a#ajuizado	ajuizado	a	02569558
a#ajustado	ajustado	a	00350621 00352536 00351523
a#ajustável	ajustável	a	01027263 01027686
a#alabastrino	alabastrino	a	02609369
a#alado	alado	a	00980287 02566799
a#alaranjado	alaranjado	a	00378892
a#alarmante	alarmante	a	00193015
a#alascano	alascano	a	02609503
a#albanês	albanês	a	02609813
a#alcalino	alcalino	a	00025728
a#alcançável	alcançável	a	01822153
a#alcoólico	alcoólico	a	00047243 01158596
a#aleatório	aleatório	a	01924316
a#alegre	alegre	a	00363291 01664015
a#alegórico	alegórico	a	01981916
a#aleijado	aleijado	a	01018788
a#alemão	alemão	a	02957469
a#alergênico	alergênico	a	02612531
a#alerta	alerta	a	00061262
a#alfabetizado	alfabetizado	a	01421602
a#alfabeto	alfabeto	a	02614194 00100634
a#alfabético	alfabético	a	02614194 00100634
a#alfanumérico	alfanumérico	a	02614579
a#algeriano	algeriano	a	02977826
a#alguns	alguns	a	01553340
a#algébrico	algébrico	a	02854350
a#alheio	alheio	a	01349927
a#aliado	aliado	a	02476485 00731955
a#alienável	alienável	a	00093275
a#alienígena	alienígena	a	01037540
a#aliforme	aliforme	a	02567117
a#alimentar	alimentar	a	02557719
a#alimentário	alimentário	a	02557719
a#alisado	alisado	a	00659530
a#alpestre	alpestre	a	01219373 03025746
a#alpino	alpino	a	01219373 03025746 03025590
a#alquímico	alquímico	a	02610603
a#alta	alta	a	01452593
a#alterado	alterado	a	00352127
a#alternado	alternado	a	00763767 00676093 00675928
a#alternante	alternante	a	00675928
a#alternativa	alternativa	a	00763767 00675928
a#alternativo	alternativo	a	01853934 00608668
a#alterno	alterno	a	00763767 00676093 00675928
a#alterável	alterável	a	00356339
a#altista	altista	a	01663916
a#altivo	altivo	a	01889819
a#alto	alto	a	01205473 01204557 02385102 02339120 01210854
a#alto_nível	alto_nível	a	01205746
a#altruísta	altruísta	a	00101609
a#alucinatório	alucinatório	a	01936997
a#alucinogênico	alucinogênico	a	01777212
a#aluvial	aluvial	a	03006126
a#alérgico	alérgico	a	02612653 02360944
a#amaldiçoado	amaldiçoado	a	00669853
a#amarelado	amarelado	a	00385756
a#amarelento	amarelento	a	00385756
a#amarelo	amarelo	a	00385756 01640729
a#amargo	amargo	a	02396098 01802165 01364993 02435901
a#amargoso	amargoso	a	01802165
a#amaro	amaro	a	01802165
a#ambicioso	ambicioso	a	00104051
a#ambidestro	ambidestro	a	02029752
a#ambiental	ambiental	a	02943303 02943151
a#ambivalente	ambivalente	a	00337841
a#ambíguo	ambíguo	a	00895442 00102201
a#ameaçado	ameaçado	a	02524688
a#ameaçador	ameaçador	a	00178126 00194357
a#amedrontado	amedrontado	a	00078463
a#ameno	ameno	a	01801029
a#americano	americano	a	02927512
a#amigo	amigo	a	01074650
a#amigável	amigável	a	01246579 01074650
a#amistoso	amistoso	a	01074650
a#amniótico	amniótico	a	02618108
