00054109	-0	a	+0
00054201	-0	a	+0
00054278	-0.25	a	+0
00054364	-0	a	+0
00054541	-0.5	a	+0
00054667	-0.5	a	+0
00054804	-0	a	+0
00054908	-0.75	a	+0
00055041	-0.625	a	+0
00055142	-0.5	a	+0
00055256	-0.75	a	+0
00055340	-0	a	+0
00055539	-0	a	+0.125
00055765	-0	a	+0.75
00055906	-0	a	+0
00056002	-0	a	+0.375
00056660	-0.375	a	+0
00056849	-0.5	a	+0
00056943	-0.25	a	+0
00057149	-0	a	+0
00057390	-0.125	a	+0
00057490	-0	a	+0
00057566	-0	a	+0
00057737	-0	a	+0
00057881	-0.25	a	+0
00057992	-0	a	+0
00058280	-0	a	+0
00058379	-0	a	+0
00058554	-0.125	a	+0
00058696	-0.125	a	+0
00058822	-0.125	a	+0
00058929	-0	a	+0.125
00059028	-0.125	a	+0
00059131	-0.125	a	+0
00059201	-0	a	+0
00059326	-0	a	+0
00059491	-0.25	a	+0
00059669	-0.125	a	+0
00059782	-0.375	a	+0
00059965	-0.125	a	+0
00060053	-0.125	a	+0
00060151	-0.125	a	+0
00060294	-0.125	a	+0
00060397	-0.625	a	+0.25
00060605	-0.25	a	+0.125
00060875	-0.375	a	+0.375
00060969	-0	a	+0
00061088	-0	a	+0
00061262	-0	a	+0.25
00061664	-0	a	+0.625
00061885	-0	a	+0.625
00062152	-0	a	+0
00062367	-0.25	a	+0.25
00062626	-0	a	+0.25
00062740	-0	a	+0
00063087	-0	a	+0.5
00063277	-0.375	a	+0.25
00063563	-0.75	a	+0.125
00063953	-0.125	a	+0.5
00064176	-0.375	a	+0.125
00064365	-0.25	a	+0
00064479	-0	a	+0.625
00064787	-0	a	+0.625
00065064	-0	a	+0.75
00065184	-0.25	a	+0.125
00065488	-0.25	a	+0.75
00065667	-0.875	a	+0
00065791	-0.25	a	+0.625
00066146	-0.125	a	+0.375
00066565	-0.25	a	+0.25
00066703	-0.25	a	+0.375
00066800	-0.375	a	+0.25
00066933	-0	a	+0
00067038	-0	a	+0.625
00067379	-0	a	+0.75
00067638	-0	a	+0.625
00067767	-0.625	a	+0.125
00067966	-0	a	+0.5
00068180	-0	a	+0
00068278	-0.125	a	+0
00068566	-0	a	+0
00068738	-0	a	+0
00068883	-0	a	+0
00069060	-0.375	a	+0
00069217	-0	a	+0.5
00069427	-0.25	a	+0
00069531	-0	a	+0.625
00069948	-0	a	+0.625
00070111	-0	a	+0
00070288	-0	a	+0.25
00070427	-0.125	a	+0.375
00070583	-0.5	a	+0.5
00070839	-0.5	a	+0.125
00070939	-0	a	+0.375
00071142	-0.5	a	+0.5
00071242	-0.375	a	+0
00071427	-0	a	+0.125
00071559	-0.625	a	+0
00071739	-0.5	a	+0.125
00071897	-0.5	a	+0
00071992	-0.125	a	+0.125
00072281	-0.625	a	+0
00072436	-0	a	+0.125
00072673	-0.625	a	+0
00072790	-0.625	a	+0.25
00073048	-0	a	+0
00073358	-0	a	+0
00073465	-0.25	a	+0
00073761	-0.625	a	+0.125
00073935	-0.25	a	+0
00074094	-0.375	a	+0
00074216	-0.125	a	+0.25
00074346	-0.125	a	+0.75
00074594	-0	a	+0.25
00074741	-0.375	a	+0
00074867	-0.125	a	+0.125
00075019	-0	a	+0
00075135	-0	a	+0.5
00075389	-0	a	+0.25
00075515	-0.75	a	+0
00075737	-0.625	a	+0
00075952	-0.25	a	+0.375
00076127	-0.125	a	+0.375
00076341	-0.5	a	+0.125
00076580	-0.875	a	+0.125
00076739	-0	a	+0
00076921	-0	a	+0
00077059	-0	a	+0
00077196	-0	a	+0
00077354	-0	a	+0
00077449	-0	a	+0
00077645	-0.5	a	+0
00078329	-0.75	a	+0
00078463	-0.125	a	+0
00078576	-0	a	+0.25
00078705	-0.75	a	+0
00078851	-0.625	a	+0
00078942	-0.875	a	+0
00079069	-0.625	a	+0.125
00079262	-0.25	a	+0.125
00079356	-0.75	a	+0
00079485	-0.375	a	+0.125
00079629	-0.125	a	+0
00079786	-0.25	a	+0
00079896	-0.125	a	+0.625
00080098	-0.75	a	+0
00080213	-0.75	a	+0
00080357	-0	a	+0
00080698	-0.75	a	+0
00080861	-0.375	a	+0
00080981	-0.5	a	+0
00081087	-0.625	a	+0
00081234	-0.625	a	+0
00081417	-0	a	+0.125
00081513	-0.75	a	+0
00081671	-0.125	a	+0.25
00081930	-0.625	a	+0
00082034	-0.375	a	+0.25
00082160	-0.25	a	+0.625
00082241	-0	a	+0.5
00082766	-0	a	+0.5
00083003	-0.125	a	+0.5
00083296	-0.125	a	+0.125
00083478	-0	a	+0
00083749	-0	a	+0.25
00083876	-0.25	a	+0.125
00084022	-0	a	+0
00084353	-0	a	+0.25
00084661	-0.125	a	+0.375
00084795	-0.5	a	+0.25
00084956	-0.625	a	+0
00085139	-0.375	a	+0.125
00085264	-0.5	a	+0
00085630	-0.5	a	+0.25
00085870	-0.125	a	+0
00086005	-0.5	a	+0
00086210	-0.375	a	+0.375
00086341	-0.5	a	+0.25
00086606	-0.625	a	+0.125
00086801	-0.5	a	+0
00087022	-0	a	+0
00087152	-0.625	a	+0.125
00087354	-0.125	a	+0
00087597	-0	a	+0
00087837	-0	a	+0.25
00088055	-0	a	+0
00088157	-0	a	+0
00088328	-0.25	a	+0.25
00088545	-0	a	+0
00088658	-0.75	a	+0
00088792	-0.25	a	+0
00088899	-0.25	a	+0.5
00089051	-0	a	+0.5
00089355	-0.875	a	+0.125
00089550	-0.5	a	+0
00090219	-0.667	a	+0.333
00090408	-0.625	a	+0
00090628	-0.625	a	+0
00090718	-0	a	+0
00090917	-0	a	+0
00091121	-0	a	+0
00091311	-0	a	+0.5
00091764	-0	a	+0.375
00092136	-0.625	a	+0.125
00092275	-0	a	+0.5
00092391	-0.375	a	+0.125
00092551	-0.5	a	+0.25
00092691	-0	a	+0
00092848	-0	a	+0
00092933	-0	a	+0
00093108	-0	a	+0
00093275	-0	a	+0
00093433	-0	a	+0
00093556	-0	a	+0.125
00093810	-0.375	a	+0.125
00094069	-0.625	a	+0.125
00094239	-0	a	+0.5
00094324	-0.5	a	+0.125
00094448	-0	a	+0.125
00094799	-0.125	a	+0.375
00094941	-0	a	+0.5
00095094	-0	a	+0
00095280	-0.75	a	+0
00095873	-0.5	a	+0
00096072	-0	a	+0
00096239	-0.5	a	+0
00096414	-0	a	+0
00096595	-0.75	a	+0
00096815	-0.375	a	+0
00096913	-0	a	+0
00097022	-0.375	a	+0
00097147	-0	a	+0
00097305	-0.375	a	+0
00097452	-0	a	+0
00097577	-0.25	a	+0
00097674	-0	a	+0.125
00097768	-0.5	a	+0
00097906	-0	a	+0
00098043	-0.625	a	+0
00098147	-0	a	+0
00098307	-0.5	a	+0.25
00098450	-0.375	a	+0
00098529	-0	a	+0
00098736	-0	a	+0.25
00098933	-0	a	+0
00099097	-0.125	a	+0
00099290	-0	a	+0.5
00099590	-0	a	+0
00099704	-0.125	a	+0
00099874	-0.625	a	+0
00100213	-0.125	a	+0
00100373	-0.75	a	+0
00100506	-0	a	+0
00100634	-0	a	+0
00100881	-0	a	+0
00100989	-0	a	+0
00101152	-0.125	a	+0
00101331	-0	a	+0
00101452	-0	a	+0.25
00101609	-0	a	+0.875
00101800	-0	a	+0.375
00102079	-0	a	+0.5
00102201	-0	a	+0.125
00102578	-0	a	+0.5
00102786	-0	a	+0
00102930	-0.125	a	+0.25
00103196	-0.375	a	+0.375
00103302	-0	a	+0.375
00103447	-0	a	+0
00103567	-0.375	a	+0.375
00103696	-0	a	+0.375
00103953	-0	a	+0.125
00104051	-0.125	a	+0.5
00104318	-0	a	+0.625
00104533	-0	a	+0.5
00104699	-0	a	+0.375
00104825	-0	a	+0.25
00104942	-0.25	a	+0.375
00105023	-0	a	+0.5
00105197	-0.5	a	+0.25
00105388	-0.25	a	+0
00105566	-0	a	+0
00105746	-0	a	+0
00106020	-0	a	+0
00106182	-0	a	+0.25
00106277	-0	a	+0
00106456	-0.625	a	+0
00106821	-0.5	a	+0
00107017	-0.625	a	+0.125
00107128	-0.5	a	+0
00107250	-0.375	a	+0
00107384	-0	a	+0
00107648	-0	a	+0.5
00107868	-0	a	+0
00107984	-0.75	a	+0
00108145	-0	a	+0
00108263	-0	a	+0
00108434	-0	a	+0
00108595	-0.25	a	+0
00108698	-0	a	+0
00109016	-0	a	+0
00109133	-0	a	+0
00109261	-0	a	+0
00109382	-0	a	+0
00109504	-0	a	+0
00109633	-0	a	+0
00109782	-0	a	+0
00109966	-0	a	+0
00110252	-0	a	+0
00110497	-0	a	+0
00110701	-0	a	+0
00110853	-0	a	+0.125
00111129	-0	a	+0
00111415	-0	a	+0.125
00111604	-0	a	+0
00111856	-0	a	+0
00112018	-0	a	+0
00112231	-0	a	+0
00112628	-0	a	+0
00113015	-0.125	a	+0.125
00113245	-0.25	a	+0
00113476	-0	a	+0
00113663	-0	a	+0
00113818	-0.375	a	+0.375
00114266	-0.5	a	+0
00114454	-0.25	a	+0.25
00114797	-0.5	a	+0.125
00114921	-0.625	a	+0.125
00115094	-0.125	a	+0.125
00115193	-0	a	+0.125
00115494	-0.75	a	+0
00115777	-0.5	a	+0.125
00115906	-0	a	+0.125
00116058	-0.25	a	+0.5
00116245	-0.25	a	+0
00116463	-0.125	a	+0
00116529	-0.875	a	+0
00116744	-0.25	a	+0.5
00116940	-0.25	a	+0.375
00117106	-0.5	a	+0
00117235	-0.75	a	+0
00117385	-0.5	a	+0.25
00117654	-0.25	a	+0.125
00117754	-0.5	a	+0.125
00117961	-0.5	a	+0.25
00118066	-0	a	+0
00118238	-0.75	a	+0
00118451	-0	a	+0
00118567	-0	a	+0.375
00118844	-0	a	+0.375
00119006	-0.25	a	+0.375
00119279	-0.125	a	+0.5
00119409	-0.5	a	+0.375
00119533	-0	a	+0.25
00119750	-0.5	a	+0.25
00119875	-0	a	+0.5
00119993	-0	a	+0.875
00120132	-0.625	a	+0
00120252	-0	a	+0
00120411	-0	a	+0
00120574	-0.5	a	+0
00120784	-0	a	+0
00121034	-0	a	+0
00121183	-0	a	+0
00121376	-0	a	+0
00121552	-0	a	+0
00121649	-0.125	a	+0
00121865	-0	a	+0
00122128	-0	a	+0
00122245	-0.125	a	+0.375
00122386	-0.375	a	+0
00122626	-0	a	+0
00122844	-0	a	+0
00123485	-0	a	+0
00123653	-0	a	+0
00123804	-0	a	+0
00123961	-0.125	a	+0
00124077	-0	a	+0
00124353	-0	a	+0
00124493	-0	a	+0
00124685	-0	a	+0
00124918	-0	a	+0
00125068	-0	a	+0
00125170	-0	a	+0
00125319	-0	a	+0
00125553	-0	a	+0
00125711	-0.125	a	+0
00125993	-0.125	a	+0
00126116	-0.125	a	+0
00126235	-0	a	+0
00126339	-0	a	+0
00126497	-0	a	+0
00126702	-0	a	+0
00126830	-0	a	+0
00127137	-0	a	+0
00127296	-0	a	+0
00127543	-0.375	a	+0
00127661	-0	a	+0
00127815	-0	a	+0
00127948	-0	a	+0
00128137	-0	a	+0
00128262	-0	a	+0
00128467	-0	a	+0.375
00128572	-0	a	+0
00128733	-0.625	a	+0
00128882	-0	a	+0
00129029	-0.125	a	+0
00129103	-0.125	a	+0
00129276	-0	a	+0
00129467	-0.125	a	+0
00129612	-0	a	+0
00129729	-0	a	+0
00129878	-0	a	+0
00130017	-0	a	+0
00130151	-0.125	a	+0
00130281	-0.125	a	+0
00130412	-0	a	+0
00130518	-0	a	+0
00130596	-0	a	+0
00130701	-0	a	+0
00130778	-0	a	+0
00131018	-0	a	+0
00131176	-0	a	+0
00131297	-0	a	+0
00131426	-0	a	+0
00131692	-0	a	+0
00131863	-0	a	+0
00132040	-0	a	+0
00132127	-0	a	+0
00132385	-0	a	+0
00132754	-0	a	+0
00132849	-0	a	+0.5
00133065	-0.5	a	+0
00133259	-0	a	+0
00133335	-0.625	a	+0
00133417	-0.25	a	+0.5
00133669	-0.25	a	+0.625
00133851	-0.75	a	+0
00134060	-0	a	+0
00134251	-0.125	a	+0.125
00134401	-0.375	a	+0
00134562	-0.625	a	+0.125
00134701	-0	a	+0
00135092	-0	a	+0
00135193	-0	a	+0
00135342	-0	a	+0.5
00135455	-0	a	+0
00135718	-0.75	a	+0.125
00136081	-0.625	a	+0
00136185	-0.875	a	+0
00136354	-0	a	+0
00136589	-0	a	+0
00136727	-0	a	+0
00136884	-0.125	a	+0.125
00137120	-0.25	a	+0
00137277	-0	a	+0
00137373	-0	a	+0
00137501	-0	a	+0
00137641	-0.25	a	+0.125
00137725	-0	a	+0.75
00137943	-0.625	a	+0
00138169	-0.125	a	+0.5
00138314	-0.25	a	+0.375
00138622	-0.75	a	+0.25
00138782	-0.875	a	+0.125
00138912	-0	a	+0.25
00139126	-0	a	+0.125
00139344	-0.5	a	+0
00139492	-0	a	+0.375
00139702	-0	a	+0.375
00139870	-0	a	+0
00139990	-0	a	+0
00140075	-0	a	+0
00140233	-0	a	+0
00140437	-0.625	a	+0
00140542	-0	a	+0.125
00140880	-0	a	+0
00140989	-0.25	a	+0.375
00141111	-0	a	+0
00141316	-0	a	+0.125
00141429	-0	a	+0.125
00141522	-0.5	a	+0
00141647	-0.25	a	+0
00141746	-0.25	a	+0.125
00141818	-0	a	+0
00141947	-0.625	a	+0
00142040	-0.125	a	+0
00142270	-0.125	a	+0
00142407	-0.125	a	+0.25
00142622	-0	a	+0
00142704	-0	a	+0
00142825	-0	a	+0
00142917	-0.5	a	+0
00143201	-0	a	+0.125
00143294	-0	a	+0.125
00143376	-0.125	a	+0
00143516	-0	a	+0
00143589	-0.125	a	+0
00143854	-0.375	a	+0
00144020	-0.5	a	+0
00144102	-0.25	a	+0.375
00144244	-0	a	+0
00144408	-0	a	+0
00144510	-0.125	a	+0
00144598	-0	a	+0
00144728	-0	a	+0
00144877	-0.125	a	+0
00145083	-0.375	a	+0
00145628	-0.25	a	+0.25
00145706	-0.125	a	+0
00145805	-0.25	a	+0.25
00145883	-0.25	a	+0
00145995	-0.625	a	+0
00146128	-0.375	a	+0.125
00146210	-0	a	+0
00146430	-0.125	a	+0
00146501	-0	a	+0
00146609	-0	a	+0
00146693	-0	a	+0
00146786	-0	a	+0
00146883	-0.125	a	+0
00147052	-0.125	a	+0
00147160	-0	a	+0
00147397	-0	a	+0
00147528	-0.125	a	+0
00147659	-0.625	a	+0
00147734	-0	a	+0.625
00148078	-0.125	a	+0.625
00148642	-0	a	+0.625
00148852	-0	a	+0.125
00149120	-0	a	+0.625
00149262	-0	a	+0.625
00149461	-0	a	+0.25
00149686	-0.25	a	+0.125
00149861	-0.625	a	+0.25
00150055	-0.375	a	+0.25
00150202	-0.5	a	+0.125
00150505	-0.125	a	+0.375
00150835	-0	a	+0.5
00150936	-0	a	+0
00151105	-0.625	a	+0
00151530	-0.75	a	+0
00151661	-0.75	a	+0
00151855	-0	a	+0
00152004	-0	a	+0
00152104	-0.5	a	+0.125
00152285	-0.5	a	+0.25
00152629	-0.625	a	+0
00152784	-0.5	a	+0
00152896	-0	a	+0.5
00153083	-0.25	a	+0
00153239	-0.5	a	+0
00153410	-0.625	a	+0
00153545	-0	a	+0
00153652	-0.625	a	+0
00153789	-0.5	a	+0
00153898	-0.75	a	+0
00154163	-0.5	a	+0
00154270	-0.5	a	+0
00154583	-0.25	a	+0.5
00154837	-0.25	a	+0.5
00154965	-0.25	a	+0.25
00155144	-0.125	a	+0.75
00155720	-0.625	a	+0.125
00155886	-0.375	a	+0
00156101	-0.25	a	+0.625
00156440	-0.25	a	+0.5
00156575	-0	a	+0.25
00156839	-0	a	+0.625
00157080	-0.375	a	+0.25
00157268	-0.25	a	+0.125
00157389	-0.625	a	+0
00157659	-0	a	+0.625
00157849	-0.125	a	+0
00157925	-0.125	a	+0.125
00158110	-0	a	+0.25
00158238	-0	a	+0
00158332	-0	a	+0
00158407	-0.75	a	+0
00158546	-0.625	a	+0
00158701	-0	a	+0.125
00158864	-0	a	+0
00158961	-0	a	+0
00159106	-0	a	+0
00159267	-0	a	+0
00159381	-0.25	a	+0
00159498	-0.125	a	+0
00159735	-0.125	a	+0
00159975	-0.625	a	+0
00160144	-0	a	+0
00160288	-0.125	a	+0
00160425	-0	a	+0
00160573	-0	a	+0
00160768	-0.5	a	+0
00160957	-0	a	+0
00161065	-0	a	+0
00161170	-0	a	+0
00161276	-0.25	a	+0.5
00161431	-0	a	+0.5
00161684	-0	a	+0.5
00161878	-0	a	+0.125
00161993	-0	a	+0
00162083	-0	a	+0.25
00162248	-0	a	+0.625
00162386	-0	a	+0.625
00162661	-0	a	+0.375
00162863	-0.125	a	+0.375
00162990	-0.625	a	+0.125
00163315	-0.125	a	+0.5
00163480	-0.25	a	+0
00163592	-0	a	+0.25
00163948	-0.125	a	+0.25
00164308	-0	a	+0.5
00164462	-0	a	+0.5
00164598	-0.625	a	+0.125
00164681	-0.125	a	+0.375
00164863	-0.375	a	+0.25
00165171	-0.125	a	+0.375
00165458	-0.25	a	+0
00165585	-0.25	a	+0.25
00165766	-0.375	a	+0.25
00165943	-0	a	+0.375
00166146	-0	a	+0.875
00166753	-0	a	+0.5
00167077	-0	a	+0.5
00167278	-0	a	+0.5
00167520	-0	a	+0.5
00167671	-0	a	+0.875
00167829	-0	a	+0.625
00168039	-0.375	a	+0
00168188	-0	a	+0.375
00168551	-0.125	a	+0.625
00168694	-0	a	+0.625
00168820	-0	a	+0.5
00168910	-0	a	+0.5
00169056	-0	a	+0.625
00169164	-0.25	a	+0.5
00169432	-0.25	a	+0.375
00169692	-0.25	a	+0.125
00169826	-0.125	a	+0
00169955	-0	a	+0
00170156	-0	a	+0.5
00170358	-0	a	+0.25
00170717	-0	a	+0.25
00170847	-0	a	+0.375
00171044	-0.625	a	+0.125
00171292	-0.5	a	+0.25
00171447	-0	a	+0.375
00171590	-0	a	+0.625
00171872	-0.25	a	+0
00172172	-0	a	+0
00172308	-0	a	+0
00172452	-0.25	a	+0.125
00172562	-0	a	+0
00172774	-0	a	+0
00172993	-0	a	+0
00173220	-0	a	+0
00173391	-0	a	+0
00173694	-0.125	a	+0
00173764	-0	a	+0.375
00174056	-0	a	+0
00174150	-0	a	+0
00174243	-0	a	+0
00174379	-0.5	a	+0.125
00174719	-0	a	+0.125
00174879	-0	a	+0.375
00174983	-0	a	+0
00175123	-0.625	a	+0
00175300	-0	a	+0.375
00175435	-0	a	+0.25
00175528	-0	a	+0
00175719	-0	a	+0
00175887	-0	a	+0
00176150	-0	a	+0.625
00176387	-0.375	a	+0
00176676	-0	a	+0.75
00176838	-0.889	a	+0.111
00176991	-0.5	a	+0.125
00177186	-0	a	+0.5
00177547	-0	a	+0.75
00177834	-0	a	+0.375
00177963	-0.625	a	+0
00178126	-0.75	a	+0.25
00178464	-0.875	a	+0.125
00178575	-0.375	a	+0
00178811	-0	a	+0
00179035	-0	a	+0
00179190	-0.125	a	+0.125
00179315	-0	a	+0
00179486	-0.875	a	+0
00179676	-0	a	+0
00179815	-0.25	a	+0
00179925	-0	a	+0
00180211	-0.75	a	+0
00180359	-0	a	+0
00180496	-0	a	+0
00180655	-0	a	+0
00180835	-0	a	+0
00181030	-0	a	+0
00181162	-0	a	+0
00181264	-0.625	a	+0
00181373	-0	a	+0
00181476	-0	a	+0
00181904	-0	a	+0.375
00182086	-0	a	+0
00182225	-0	a	+0
00182418	-0	a	+0
00182510	-0	a	+0
00182639	-0	a	+0
00182718	-0	a	+0.5
00182843	-0.375	a	+0.125
00182961	-0	a	+0
00183053	-0	a	+0.375
00183675	-0	a	+0.125
00183832	-0	a	+0.625
00183932	-0	a	+0.625
00184075	-0	a	+0.125
00184229	-0	a	+0.125
00184363	-0	a	+0.625
00184543	-0	a	+0
00184676	-0	a	+0.25
00184792	-0	a	+0.375
00185020	-0	a	+0.375
00185160	-0	a	+0
00185363	-0	a	+0
00185509	-0.5	a	+0
00185607	-0	a	+0
00185759	-0	a	+0
00185921	-0.5	a	+0.375
00186193	-0.625	a	+0
00186490	-0.625	a	+0
00186616	-0.5	a	+0.125
00186925	-0	a	+0
00187049	-0	a	+0
00187176	-0.625	a	+0
00187443	-0.375	a	+0.125
00187590	-0.25	a	+0.25
00187736	-0	a	+0
00188058	-0	a	+0
00188155	-0	a	+0
00188436	-0	a	+0
